"","title","author","subject","abstract","date"
"120","cover edge-based novel triangle counting","david a. bader, fuhuan li, zhihui du, palina pauliuchenka, oliver alvarado rodriguez, anant gupta, sai sri vastav minnal, valmik nahata, anya ganeshan, ahmet gundogdu, jason lew","data structures and algorithms","listing and counting triangles in graphs is a key algorithmic kernel for network analyses, including community detection, clustering coefficients, k-trusses, and triangle centrality. in this paper, we propose the novel concept of a cover-edge set that can be used to find triangles more efficiently. leveraging the breadth-first search (bfs) method, we can quickly generate a compact cover-edge set. novel sequential and parallel triangle counting algorithms that employ cover-edge sets are presented. the novel sequential algorithm performs competitively with the fastest previous approaches on both real and synthetic graphs, such as those from the graph500 benchmark and the mit/amazon/ieee graph challenge. we implement 22 sequential algorithms for performance evaluation and comparison. at the same time, we employ openmp to parallelize 11 sequential algorithms, presenting an in-depth analysis of their parallel performance. furthermore, we develop a distributed parallel algorithm that can asymptotically reduce communication on massive graphs. in our estimate from massive-scale graph500 graphs, our distributed parallel algorithm can reduce the communication on a scale~36 graph by 1156x and on a scale~42 graph by 2368x. comprehensive experiments are conducted on the recently launched intel xeon 8480+ processor and shed light on how graph attributes, such as topology, diameter, and degree distribution, can affect the performance of these algorithms.",2024-03-05
"121","space complexity of euclidean clustering","xiaoyi zhu, yuxiang tian, lingxiao huang, zengfeng huang","computational geometry","the $(k, z)$-clustering problem in euclidean space $\mathbb{r}^d$ has been extensively studied. given the scale of data involved, compression methods for the euclidean $(k, z)$-clustering problem, such as data compression and dimension reduction, have received significant attention in the literature. however, the space complexity of the clustering problem, specifically, the number of bits required to compress the cost function within a multiplicative error $\varepsilon$, remains unclear in existing literature. this paper initiates the study of space complexity for euclidean $(k, z)$-clustering and offers both upper and lower bounds. our space bounds are nearly tight when $k$ is constant, indicating that storing a coreset, a well-known data compression approach, serves as the optimal compression scheme. furthermore, our lower bound result for $(k, z)$-clustering establishes a tight space bound of $\theta( n d )$ for terminal embedding, where $n$ represents the dataset size. our technical approach leverages new geometric insights for principal angles and discrepancy methods, which may hold independent interest.",2024-03-05
"122","hamiltonian property testing","andreas bluhm, matthias c. caro, aadil oufkir","quantum physics","locality is a fundamental feature of many physical time evolutions. assumptions on locality and related structural properties also underlie recently proposed procedures for learning an unknown hamiltonian from access to the induced time evolution. however, no protocols to rigorously test whether an unknown hamiltonian is local were known. we investigate hamiltonian locality testing as a property testing problem, where the task is to determine whether an unknown $n$-qubit hamiltonian $h$ is $k$-local or $\varepsilon$-far from all $k$-local hamiltonians, given access to the time evolution along $h$. first, we emphasize the importance of the chosen distance measure: with respect to the operator norm, a worst-case distance measure, incoherent quantum locality testers require $\tilde{\omega}(2^n)$ many time evolution queries and an expected total evolution time of $\tilde{\omega}(2^n / \varepsilon)$, and even coherent testers need $\omega(2^{n/2})$ many queries and $\omega(2^{n/2}/\varepsilon)$ total evolution time. in contrast, when distances are measured according to the normalized frobenius norm, corresponding to an average-case distance, we give a sample-, time-, and computationally efficient incoherent hamiltonian locality testing algorithm based on randomized measurements. in fact, our procedure can be used to simultaneously test a wide class of hamiltonian properties beyond locality. finally, we prove that learning a general hamiltonian remains exponentially hard with this average-case distance, thereby establishing an exponential separation between hamiltonian testing and learning. our work initiates the study of property testing for quantum hamiltonians, demonstrating that a broad class of hamiltonian properties is efficiently testable even with limited quantum capabilities, and positioning hamiltonian testing as an independent area of research alongside hamiltonian learning.",2024-03-05
"123","improving the quality of individual-level online information tracking: challenges of existing approaches and introduction of a new content- and long-tail sensitive academic solution","silke adam, mykola makhortykh, michaela maier, viktor aigenseer, aleksandra urman, teresa gil lopez, clara christner, ernesto de león, roberto ulloa","computers and society","this article evaluates the quality of data collection in individual-level desktop information tracking used in the social sciences and shows that the existing approaches face sampling issues, validity issues due to the lack of content-level data and their disregard of the variety of devices and long-tail consumption patterns as well as transparency and privacy issues. to overcome some of these problems, the article introduces a new academic tracking solution, webtrack, an open source tracking tool maintained by a major european research institution. the design logic, the interfaces and the backend requirements for webtrack, followed by a detailed examination of strengths and weaknesses of the tool, are discussed. finally, using data from 1185 participants, the article empirically illustrates how an improvement in the data collection through webtrack leads to new innovative shifts in the processing of tracking data. as webtrack allows collecting the content people are exposed to on more than classical news platforms, we can strongly improve the detection of politics-related information consumption in tracking data with the application of automated content analysis compared to traditional approaches that rely on the list-based identification of news.",2024-03-05
"124","dynst: dynamic sparse training for resource-constrained spatio-temporal forecasting","hao wu, haomin wen, guibin zhang, yutong xia, kai wang, yuxuan liang, yu zheng, kun wang","artificial intelligence","the ever-increasing sensor service, though opening a precious path and providing a deluge of earth system data for deep-learning-oriented earth science, sadly introduce a daunting obstacle to their industrial level deployment. concretely, earth science systems rely heavily on the extensive deployment of sensors, however, the data collection from sensors is constrained by complex geographical and social factors, making it challenging to achieve comprehensive coverage and uniform deployment. to alleviate the obstacle, traditional approaches to sensor deployment utilize specific algorithms to design and deploy sensors. these methods dynamically adjust the activation times of sensors to optimize the detection process across each sub-region. regrettably, formulating an activation strategy generally based on historical observations and geographic characteristics, which make the methods and resultant models were neither simple nor practical. worse still, the complex technical design may ultimately lead to a model with weak generalizability. in this paper, we introduce for the first time the concept of spatio-temporal data dynamic sparse training and are committed to adaptively, dynamically filtering important sensor distributions. to our knowledge, this is the first proposal (termed dynst) of an industry-level deployment optimization concept at the data level. however, due to the existence of the temporal dimension, pruning of spatio-temporal data may lead to conflicts at different timestamps. to achieve this goal, we employ dynamic merge technology, along with ingenious dimensional mapping to mitigate potential impacts caused by the temporal aspect. during the training process, dynst utilize iterative pruning and sparse training, repeatedly identifying and dynamically removing sensor perception areas that contribute the least to future predictions.",2024-03-05
"125","citizen science and machine learning for research and nature conservation: the case of eurasian lynx, free-ranging rodents and insects","kinga skorupska, rafał stryjek, izabela wierzbowska, piotr bebas, maciej grzeszczuk, piotr gago, jarosław kowalski, maciej krzywicki, jagoda lazarek, wiesław kopeć","human-computer interaction","technology is increasingly used in nature reserves and national parks around the world to support conservation efforts. endangered species, such as the eurasian lynx (lynx lynx), are monitored by a network of automatic photo traps. yet, this method produces vast amounts of data, which needs to be prepared, analyzed and interpreted. therefore, researchers working in this area increasingly need support to process this incoming information. one opportunity is to seek support from volunteer citizen scientists who can help label the data, however, it is challenging to retain their interest. another way is to automate the process with image recognition using convolutional neural networks. during the panel, we will discuss considerations related to nature research and conservation as well as opportunities for the use of citizen science and machine learning to expedite the process of data preparation, labelling and analysis.",2024-03-05
"126","a note on high-probability analysis of algorithms with exponential, sub-gaussian, and general light tails","amit attia, tomer koren","machine learning","this short note describes a simple technique for analyzing probabilistic algorithms that rely on a light-tailed (but not necessarily bounded) source of randomization. we show that the analysis of such an algorithm can be reduced, in a black-box manner and with only a small loss in logarithmic factors, to an analysis of a simpler variant of the same algorithm that uses bounded random variables and often easier to analyze. this approach simultaneously applies to any light-tailed randomization, including exponential, sub-gaussian, and more general fast-decaying distributions, without needing to appeal to specialized concentration inequalities. analyses of a generalized azuma inequality and stochastic optimization with general light-tailed noise are provided to illustrate the technique.",2024-03-05
"127","hints: sensemaking on large collections of documents with hypergraph visualization and intelligent agents","sam yu-te lee, kwan-liu ma","human-computer interaction","sensemaking on a large collection of documents (corpus) is a challenging task often found in fields such as market research, legal studies, intelligence analysis, political science, computational linguistics, etc. previous works approach this problem either from a topic- or entity-based perspective, but they lack interpretability and trust due to poor model alignment. in this paper, we present hints, a visual analytics approach that combines topic- and entity-based techniques seamlessly and integrates large language models (llms) as both a general nlp task solver and an intelligent agent. by leveraging the extraction capability of llms in the data preparation stage, we model the corpus as a hypergraph that matches the user's mental model when making sense of the corpus. the constructed hypergraph is hierarchically organized with an agglomerative clustering algorithm by combining semantic and connectivity similarity. the system further integrates an llm-based intelligent chatbot agent in the interface to facilitate sensemaking. to demonstrate the generalizability and effectiveness of the hints system, we present two case studies on different domains and a comparative user study. we report our insights on the behavior patterns and challenges when intelligent agents are used to facilitate sensemaking. we find that while intelligent agents can address many challenges in sensemaking, the visual hints that visualizations provide are necessary to address the new problems brought by intelligent agents. we discuss limitations and future work for combining interactive visualization and llms more profoundly to better support corpus analysis.",2024-03-05
"128","neural fractional differential equations","c. coelho, m. fernanda p. costa, l.l. ferrás","machine learning","fractional differential equations (fdes) are essential tools for modelling complex systems in science and engineering. they extend the traditional concepts of differentiation and integration to non-integer orders, enabling a more precise representation of processes characterised by non-local and memory-dependent behaviours. this property is useful in systems where variables do not respond to changes instantaneously, but instead exhibit a strong memory of past interactions. having this in mind, and drawing inspiration from neural ordinary differential equations (neural odes), we propose the neural fde, a novel deep neural network architecture that adjusts a fde to the dynamics of data. this work provides a comprehensive overview of the numerical method employed in neural fdes and the neural fde architecture. the numerical outcomes suggest that, despite being more computationally demanding, the neural fde may outperform the neural ode in modelling systems with memory or dependencies on past states, and it can effectively be applied to learn more intricate dynamical systems.",2024-03-05
"129","distributed openmp offloading of openmc on intel gpu max accelerators","yehonatan fridman, guy tamir, uri steinitz, gal oren","distributed, parallel, and cluster computing","monte carlo (mc) simulations play a pivotal role in diverse scientific and engineering domains, with applications ranging from nuclear physics to materials science. harnessing the computational power of high-performance computing (hpc) systems, especially graphics processing units (gpus), has become essential for accelerating mc simulations. this paper focuses on the adaptation and optimization of the openmc neutron and photon transport monte carlo code for intel gpus, specifically the intel data center max 1100 gpu (codename ponte vecchio, pvc), through distributed openmp offloading. building upon prior work by tramm j.r., et al. (2022), which laid the groundwork for gpu adaptation, our study meticulously extends the openmc code's capabilities to intel gpus. we present a comprehensive benchmarking and scaling analysis, comparing performance on intel max gpus to state-of-the-art cpu execution (intel xeon platinum 8480+ processor, codename 4th generation sapphire rapids). the results demonstrate a remarkable acceleration factor compared to cpu execution, showcasing the gpu-adapted code's superiority over its cpu counterpart as computational load increases.",2024-03-05
"130","dgap: efficient dynamic graph analysis on persistent memory","abdullah al raqibul islam, dong dai","data structures and algorithms","dynamic graphs, featuring continuously updated vertices and edges, have grown in importance for numerous real-world applications. to accommodate this, graph frameworks, particularly their internal data structures, must support both persistent graph updates and rapid graph analysis simultaneously, leading to complex designs to orchestrate `fast but volatile' and `persistent but slow' storage devices. emerging persistent memory technologies, such as optane dcpmm, offer a promising alternative to simplify the designs by providing data persistence, low latency, and high iops together. in light of this, we propose dgap, a framework for efficient dynamic graph analysis on persistent memory. unlike traditional dynamic graph frameworks, which combine multiple graph data structures (e.g., edge list or adjacency list) to achieve the required performance, dgap utilizes a single mutable compressed sparse row (csr) graph structure with new designs for persistent memory to construct the framework. specifically, dgap introduces a \textit{per-section edge log} to reduce write amplification on persistent memory; a \textit{per-thread undo log} to enable high-performance, crash-consistent rebalancing operations; and a data placement schema to minimize in-place updates on persistent memory. our extensive evaluation results demonstrate that dgap can achieve up to $3.2\times$ better graph update performance and up to $3.77\times$ better graph analysis performance compared to state-of-the-art dynamic graph frameworks for persistent memory, such as xpgraph, llama, and graphone.",2024-03-05
"131","the influence of validation data on logical and scientific interpretations of forensic expert opinions","steven p. lund, hari iyer","applications","forensic experts use specialized training and knowledge to enable other members of the judicial system to make better informed and more just decisions. factfinders, in particular, are tasked with judging how much weight to give to experts' reports and opinions. many references describe assessing evidential weight from the perspective of a forensic expert. some recognize that stakeholders are each responsible for evaluating their own weight of evidence. morris (1971, 1974, 1977) provided a general framework for recipients to update their own uncertainties after learning an expert's opinion. although this framework is normative under bayesian axioms and several forensic scholars advocate the use of bayesian reasoning, few resources describe its application in forensic science. this paper addresses this gap by examining how recipients can combine principles of science and bayesian reasoning to evaluate their own likelihood ratios for expert opinions. this exercise helps clarify how an expert's role depends on whether one envisions recipients to be logical and scientific or deferential. illustrative examples with an expert's opinion expressed as a categorical conclusion, likelihood ratio, or range of likelihood ratios, or with likelihood ratios from multiple experts, each reveal the importance and influence of validation data for logical recipients' interpretations.",2024-03-05
"132","algorithms for galois words: detection, factorization, and rotation","diptarama hendrian, dominik köppl, ryo yoshinaka, ayumi shinohara","data structures and algorithms","lyndon words are extensively studied in combinatorics on words -- they play a crucial role on upper bounding the number of runs a word can have [bannai+, siam j. comput.'17]. we can determine lyndon words, factorize a word into lyndon words in lexicographically decreasing order, and find the lyndon rotation of a word, all in linear time within constant additional working space. a recent research interest emerged from the question of what happens when we change the lexicographic order, which is at the heart of the definition of lyndon words. in particular, the alternating order, where the order of all odd positions becomes reversed, has been recently proposed. while a lyndon word is, among all its cyclic rotations, the smallest one with respect to the lexicographic order, a galois word exhibits the same property by exchanging the lexicographic order with the alternating order. unfortunately, this exchange has a large impact on the properties galois words exhibit, which makes it a nontrivial task to translate results from lyndon words to galois words. up until now, it has only been conjectured that linear-time algorithms with constant additional working space in the spirit of duval's algorithm are possible for computing the galois factorization or the galois rotation. here, we affirm this conjecture as follows. given a word $t$ of length $n$, we can determine whether $t$ is a galois word, in $o(n)$ time with constant additional working space. within the same complexities, we can also determine the galois rotation of $t$, and compute the galois factorization of $t$ online. the last result settles open problem~1 in [dolce et al., tcs'2019] for galois words.",2024-03-05
"133","on approximate fully-dynamic matching and online matrix-vector multiplication","yang p. liu","data structures and algorithms","we study connections between the problem of fully dynamic $(1-\epsilon)$-approximate maximum bipartite matching, and the dual $(1+\epsilon)$-approximate vertex cover problem, with the online matrix-vector ($\mathsf{omv}$) conjecture which has recently been used in several fine-grained hardness reductions. we prove that there is an online algorithm that maintains a $(1+\epsilon)$-approximate vertex cover in amortized $n^{1-c}\epsilon^{-c}$ time for constants $c, c > 0$ for fully dynamic updates if and only if the $\mathsf{omv}$ conjecture is false. similarly, we prove that there is an online algorithm that maintains a $(1-\epsilon)$-approximate maximum matching in amortized $n^{1-c}\epsilon^{-c}$ time if and only if there is a nontrivial algorithm for another dynamic problem, which we call dynamic approximate $\mathsf{omv}$, that has seemingly no matching structure. this provides some evidence against achieving amortized sublinear update times for approximate fully dynamic matching and vertex cover. leveraging these connections, we obtain faster algorithms for approximate fully dynamic matching in both the online and offline settings. 1. we give a randomized algorithm that with high probability maintains a $(1-\epsilon)$-approximate bipartite matching and $(1+\epsilon)$-approximate vertex cover in fully dynamic graphs, in amortized $o(\epsilon^{-o(1)} \frac{n}{2^{\omega(\sqrt{\log n})}})$ update time. our algorithm leverages fast algorithms for $\mathsf{omv}$ due to larsen-williams [soda 2017]. 2. we give a randomized offline algorithm for $(1-\epsilon)$-approximate maximum matching with amortized runtime $o(n^{.58}\epsilon^{-o(1)})$ by using fast matrix multiplication, significantly improving over the runtimes achieved via online algorithms. we also give an offline algorithm that maintains a $(1+\epsilon)$-approximate vertex cover in amortized $o(n^{.723}\epsilon^{-o(1)})$ time.",2024-03-05
"134","born accessible data science and visualization courses: challenges of developing curriculum to be taught by blind instructors to blind students","jooyoung seo, sile o'modhrain, yilin xia, sanchita kamath, bongshin lee, james m. coughlan","human-computer interaction","while recent years have seen a growing interest in accessible visualization tools and techniques for blind people, little attention is paid to the learning opportunities and teaching strategies of data science and visualization tailored for blind individuals. whereas the former focuses on the accessibility issues of data visualization tools, the latter is concerned with the learnability of concepts and skills for data science and visualization. in this paper, we present novel approaches to teaching data science and visualization to blind students in an online setting. taught by blind instructors, nine blind learners having a wide range of professional backgrounds participated in a two-week summer course. we describe the course design, teaching strategies, and learning outcomes. we also discuss the challenges and opportunities of teaching data science and visualization to blind students. our work contributes to the growing body of knowledge on accessible data science and visualization education, and provides insights into the design of online courses for blind students.",2024-03-05
"135","a tutorial on the pretrain-finetune paradigm for natural language processing","yu wang","computation and language","the pretrain-finetune paradigm represents a transformative approach in natural language processing (nlp). this paradigm distinguishes itself through the use of large pretrained language models, demonstrating remarkable efficiency in finetuning tasks, even with limited training data. this efficiency is especially beneficial for research in social sciences, where the number of annotated samples is often quite limited. our tutorial offers a comprehensive introduction to the pretrain-finetune paradigm. we first delve into the fundamental concepts of pretraining and finetuning, followed by practical exercises using real-world applications. we demonstrate the application of the paradigm across various tasks, including multi-class classification and regression. emphasizing its efficacy and user-friendliness, the tutorial aims to encourage broader adoption of this paradigm. to this end, we have provided open access to all our code and datasets. the tutorial is particularly valuable for quantitative researchers in psychology, offering them an insightful guide into this innovative approach.",2024-03-04
"136","end-to-end variational quantum sensing","benjamin maclellan, piotr roztocki, stefanie czischek, roger g. melko","quantum physics","harnessing quantum correlations can enable sensing beyond the classical limits of precision, with the realization of such sensors poised for transformative impacts across science and engineering. real devices, however, face the accumulated impacts of noise effects, architecture constraints, and finite sampling rates, making the design and success of practical quantum sensors challenging. numerical and theoretical frameworks that support the optimization and analysis of imperfections from one end of a sensing protocol through to the other (i.e., from probe state preparation through to parameter estimation) are thus crucial for translating quantum advantage into widespread practice. here, we present an end-to-end variational framework for quantum sensing protocols, where parameterized quantum circuits and neural networks form trainable, adaptive models for quantum sensor dynamics and estimation, respectively. the framework is general and can be adapted towards arbitrary qubit architectures, as we demonstrate with experimentally-relevant ansätze for trapped-ion and photonic systems, and enables to directly quantify the impacts that noisy state preparation/measurement and finite data sampling have on parameter estimation. end-to-end variational frameworks can thus underpin powerful design and analysis tools for realizing quantum advantage in practical, robust sensors.",2024-03-04
"137","nimcso: a nim package for compositional space optimization","adam m. krajewski, arindam debnath, wesley f. reinhart, allison m. beese, zi-kui liu","materials science","nimcso is a high-performance tool implementing several methods for selecting components (data dimensions) in compositional datasets, which optimize the data availability and density for applications such as machine learning. making said choice is a combinatorically hard problem for complex compositions existing in highly dimensional spaces due to the interdependency of components being present. such spaces are encountered, for instance, in materials science, where datasets on compositionally complex materials (ccms) often span 20-45 chemical elements, 5-10 processing types, and several temperature regimes, for up to 60 total data dimensions. at its core, nimcso leverages the metaprogramming ability of the nim language (this http url) to optimize itself at the compile time, both in terms of speed and memory handling, to the specific problem statement and dataset at hand based on a human-readable configuration file. as demonstrated in this paper, nimcso reaches the physical limits of the hardware (l1 cache latency) and can outperform an efficient native python implementation over 400 times in terms of speed and 50 times in terms of memory usage (not counting interpreter), while also outperforming numpy implementation 35 and 17 times, respectively, when checking a candidate solution. it is designed to be both (1) a user-ready tool, implementing two efficient brute-force approaches (for handling up to 25 dimensions), a custom search algorithm (for up to 40 dimensions), and a genetic algorithm (for any dimensionality), and (2) a scaffold for building even more elaborate methods in the future, including heuristics going beyond data availability. all configuration is done with a simple human-readable yaml config file and plain text data files, making it easy to modify the search method and its parameters with no knowledge of programming and only basic command line skills.",2024-03-04
"138","contract design for pandora's box","martin hoefer, conrad schecker, kevin schewior","computer science and game theory","we study a natural application of contract design to search problems with probabilistic prior and exploration costs. these problems have a plethora of applications and are expressed concisely within the pandora's box model. its optimal solution is the ingenious index policy proposed originally by weitzman in 1979. in our principal-agent setting, the search task is delegated to an agent. the agent performs a sequential exploration of $n$ boxes, suffers the exploration cost for each inspected box, and selects the content (called the prize) of one inspected box as outcome. agent and principal obtain an individual value based on the selected prize. to influence the search, the principal a-priori designs a contract with a non-negative payment to the agent for each potential prize. the goal of the principal to maximize her expected reward, i.e., value minus payment. we show how to compute optimal contracts for the principal in several scenarios. a popular and important subclass are linear contracts, and we show how to compute optimal linear contracts in polynomial time. for general contracts, we consider the standard assumption that the agent suffers cost but obtains value only from the transfers by the principal. interestingly, a suitable adaptation of the index policy results in an optimal contract here. more generally, for general contracts with non-zero agent values for outcomes we show how to compute an optimal contract in two cases: (1) when each box has only one prize with non-zero value for principal and agent, (2) for i.i.d. boxes with a single prize with positive value for the principal. these results show that optimal contracts can be highly non-trivial, and their design goes significantly beyond the application or re-interpretation of the index policy.",2024-03-04
"139","statistical query lower bounds for learning truncated gaussians","ilias diakonikolas, daniel m. kane, thanasis pittas, nikos zarifis","data structures and algorithms","we study the problem of estimating the mean of an identity covariance gaussian in the truncated setting, in the regime when the truncation set comes from a low-complexity family $\mathcal{c}$ of sets. specifically, for a fixed but unknown truncation set $s \subseteq \mathbb{r}^d$, we are given access to samples from the distribution $\mathcal{n}(\boldsymbol{ \mu}, \mathbf{ i})$ truncated to the set $s$. the goal is to estimate $\boldsymbol\mu$ within accuracy $\epsilon>0$ in $\ell_2$-norm. our main result is a statistical query (sq) lower bound suggesting a super-polynomial information-computation gap for this task. in more detail, we show that the complexity of any sq algorithm for this problem is $d^{\mathrm{poly}(1/\epsilon)}$, even when the class $\mathcal{c}$ is simple so that $\mathrm{poly}(d/\epsilon)$ samples information-theoretically suffice. concretely, our sq lower bound applies when $\mathcal{c}$ is a union of a bounded number of rectangles whose vc dimension and gaussian surface are small. as a corollary of our construction, it also follows that the complexity of the previously known algorithm for this task is qualitatively best possible.",2024-03-04
"140","astronomy in colombia: a bibliometric perspective","sofía guevara-montoya, felipe ortiz-ferreira, maría paula silva-arévalo, paola a. niño-muñoz, jaime e. forero-romero","digital libraries","in colombia, astronomical research is experiencing accelerated growth. in order to better understand its evolution and current state, we conducted a bibliometric study using data from the astrophysics data system (ads) and web of science (wos). in ads, we identified 422 peer-reviewed publications from 1980, the year of the first publication, until 2023, which was the cutoff date for our study. among the 25 colombian institutions identified as participants in at least one publication, the contributions of four universities stand out: universidad de los andes, universidad nacional de colombia, universidad industrial de santander, and universidad de antioquia, with 104, 78, 68, and 67 publications, respectively. by cross-referencing information from ads and wos, we found that the areas with the greatest impact in publications are threefold: high-energy and fundamental physics, stars and stellar physics, and galaxies and cosmology. globally, according to wos, colombia ranks 52nd in the number of peer-reviewed publications between 2019 and 2023, and fifth in latin america. additionally, we identified three highly cited publications (top 1% worldwide) belonging to the field of observational cosmology. when analyzing countries with equal or greater bibliographic production, we estimate that colombian production is approximately four times lower than expected considering its population and gdp.",2024-03-04
"141","constraint satisfaction problems with advice","suprovat ghoshal, konstantin makarychev, yury makarychev","data structures and algorithms","we initiate the study of algorithms for constraint satisfaction problems with ml oracle advice. we introduce two models of advice and then design an approximation algorithm for max cut and max 2-lin in these models.",2024-03-04
"142","matching algorithms in the sparse stochastic block model","anna brandenberger, byron chin, nathan s. sheffield, divya shyamal","data structures and algorithms","the stochastic block model (sbm) is a generalization of the erdős--rényi model of random graphs that describes the interaction of a finite number of distinct communities. in sparse erdős--rényi graphs, it is known that a linear-time algorithm of karp and sipser achieves near-optimal matching sizes asymptotically almost surely, giving a law-of-large numbers for the matching sizes of such graphs in terms of solutions to an ode. we provide an extension of this analysis, identifying broad ranges of stochastic block model parameters for which the karp--sipser algorithm achieves near-optimal matching sizes, but demonstrating that it cannot perform optimally on general sbm instances. we also consider the problem of constructing a matching online, in which the vertices of one half of a bipartite stochastic block model arrive one-at-a-time, and must be matched as they arrive. we show that the competitive ratio lower bound of 0.837 found by mastin and jaillet for the erdős--rényi case is tight whenever the expected degrees in all communities are equal. we propose several linear-time algorithms for online matching in the general stochastic block model, but prove that despite very good experimental performance, none of these achieve online asymptotic optimality.",2024-03-04
"143","bipartite graph variational auto-encoder with fair latent representation to account for sampling bias in ecological networks","emre anakok, pierre barbillon, colin fontaine, elisa thebault","machine learning","we propose a method to represent bipartite networks using graph embeddings tailored to tackle the challenges of studying ecological networks, such as the ones linking plants and pollinators, where many covariates need to be accounted for, in particular to control for sampling bias. we adapt the variational graph auto-encoder approach to the bipartite case, which enables us to generate embeddings in a latent space where the two sets of nodes are positioned based on their probability of connection. we translate the fairness framework commonly considered in sociology in order to address sampling bias in ecology. by incorporating the hilbert-schmidt independence criterion (hsic) as an additional penalty term in the loss we optimize, we ensure that the structure of the latent space is independent of continuous variables, which are related to the sampling process. finally, we show how our approach can change our understanding of ecological networks when applied to the spipoll data set, a citizen science monitoring program of plant-pollinator interactions to which many observers contribute, making it prone to sampling bias.",2024-03-04
"144","faster mem-finding in $o (r + \bar{r} + g)$ space","travis gagie","data structures and algorithms","suppose we are given a text $t [1..n]$, a straight-line program with $g$ rules for $t$ and an assignment of tags to the characters in $t$ such that the burrows-wheeler transform of $t$ has $r$ runs, the burrows-wheeler transform of the reverse of $t$ has $\bar{r}$ runs and the tag array -- the list of tags in the lexicographic order of the suffixes starting at the characters the tags are assigned to -- has $t$ runs. if the alphabet size is at most polylogarithmic in $n$ then there is an $o (r + \bar{r} + g + t)$-space index for $t$ such that when we are given a pattern $p [1..m]$ we can compute the maximal exact matches (mems) of $p$ with respect to $t$ in $o (m)$ time plus $o (\log n)$ time per mem and then list the distinct tags assigned to the first characters of occurrences of that mem in constant time per tag listed, all correctly with high probability.",2024-03-04
"145","ab initio path integral monte carlo simulations of warm dense two-component systems without fixed nodes: structural properties","tobias dornheim, sebastian schwalbe, maximilian böhme, zhandos moldabekov, jan vorberger, panagiotis tolias","computational physics","we present extensive new \emph{ab initio} path integral monte carlo (pimc) results for a variety of structural properties of warm dense hydrogen and beryllium. to deal with the fermion sign problem -- an exponential computational bottleneck due to the antisymmetry of the electronic thermal density matrix -- we employ the recently proposed [\textit{j.~chem.~phys.}~\textbf{157}, 094112 (2022); \textbf{159}, 164113 (2023)] $\xi$-extrapolation method and find excellent agreement with exact direct pimc reference data where available. this opens up the intriguing possibility to study a gamut of properties of light elements and potentially material mixtures over a substantial part of the warm dense matter regime, with direct relevance for astrophysics, material science, and inertial confinement fusion research.",2024-03-04
"146","towards deterministic algorithms for constant-depth factors of constant-depth circuits","mrinal kumar, varun ramanathan, ramprasad saptharishi, ben lee volk","computational complexity","we design a deterministic subexponential time algorithm that takes as input a multivariate polynomial $f$ computed by a constant-depth circuit over rational numbers, and outputs a list $l$ of circuits (of unbounded depth and possibly with division gates) that contains all irreducible factors of $f$ computable by constant-depth circuits. this list $l$ might also include circuits that are spurious: they either do not correspond to factors of $f$ or are not even well-defined, e.g. the input to a division gate is a sub-circuit that computes the identically zero polynomial. the key technical ingredient of our algorithm is a notion of the pseudo-resultant of $f$ and a factor $g$, which serves as a proxy for the resultant of $g$ and $f/g$, with the advantage that the circuit complexity of the pseudo-resultant is comparable to that of the circuit complexity of $f$ and $g$. this notion, which might be of independent interest, together with the recent results of limaye, srinivasan and tavenas, helps us derandomize one key step of multivariate polynomial factorization algorithms - that of deterministically finding a good starting point for newton iteration for the case when the input polynomial as well as the irreducible factor of interest have small constant-depth circuits.",2024-03-04
"147","random generation of git graphs","julien courtiel (greyc), martin pépin (greyc)","data structures and algorithms","version control systems, such as git and mercurial, manage the history of a project as a directed acyclic graph encoding the various divergences and synchronizations happening in its life cycle. a popular workflow in the industry, called the feature branch workflow, constrains these graphs to be of a particular shape: a unique main branch, and non-interfering feature branches. here we focus on the uniform random generation of those graphs with n vertices, including k on the main branch, for which we provide three algorithms, for three different use-cases. the first, based on rejection, is efficient when aiming for small values of k (more precisely whenever k = o($\sqrt$ n)). the second takes as input any number k of commits in the main branch, but requires costly precalculation. the last one is a boltzmann generator and enables us to generate very large graphs while targeting a constant k/n ratio. all these algorithms are linear in the size of their outputs.",2024-03-04
"148","the canadian traveller problem on outerplanar graphs","laurent beaudou, pierre bergé, vsevolod chernyshev, antoine dailly, yan gerard, aurélie lagoutte, vincent limouzy, lucas pastor","data structures and algorithms","we study the pspace-complete $k$-canadian traveller problem, where a weighted graph $g=(v,e,\omega)$ with a source $s\in v$ and a target $t\in v$ are given. this problem also has a hidden input $e_* \subsetneq e$ of cardinality at most $k$ representing blocked edges. the objective is to travel from $s$ to $t$ with the minimum distance. at the beginning of the walk, the blockages $e_*$ are unknown: the traveller discovers that an edge is blocked when visiting one of its endpoints. online algorithms, also called strategies, have been proposed for this problem and assessed with the competitive ratio, i.e. the ratio between the distance actually traversed by the traveller divided by the distance we would have traversed knowing the blockages in advance. even though the optimal competitive ratio is $2k+1$ even on unit-weighted planar graphs of treewidth 2, we design a polynomial-time strategy achieving competitive ratio $9$ on unit-weighted outerplanar graphs. this value $9$ also stands as a lower bound for this family of graphs as we prove that, for any $\varepsilon > 0$, no strategy can achieve a competitive ratio $9-\varepsilon$. finally, we show that it is not possible to achieve a constant competitive ratio (independent of $g$ and $k$) on weighted outerplanar graphs.",2024-03-04
