"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"2235","The North Face Women's Thermoball Traction Mule","No More Frozen Toes!!","OldGreenThumb","These shoes do keep your toes warm.  I stay cold CONSTANTLY. My husband purchased these as a Christmas gift, I guess he was tired of hearing me complain.  They’re my go to for around the house.  Super comfortable.  I am hard on shoes so a month or two in, I had already worn the labeling off inside.  I’m afraid because  I do tend to fair one side that I’ll break the shoe down eventually, it happens with all shoes.  Time will tell to see how long they withstand.  I don’t have to worry about frozen toes though and it’s a good feeling!","Reviewed in the United States on 8 February 2021","5.0 out of 5 stars","Verified Purchase"
"2236","The North Face Women's Thermoball Traction Mule","Lackluster","KR","I was really excited about these and prepared to buy a pair for much of my family as Christmas presents. But then I tried them on. The ankle opening was way too tight. I could get them on easily enough, but they remained tight enough to be uncomfortable even after on. You can wear them as a mule, but I don’t want that to be the only comfortable option. Also, while I didn’t expect much in the way of arch support, etc., these had nothing. Knees, etc caved inward immediately- seemingly more than if I was barefoot and to the point I’d be preoccupied about it causing irritation over time. The sole was thinner than anticipated; you’d feel anything/everything you stepped on. They’re cute, and I wish they’d worked out, but there were too many design flaws to justify keeping them.","Reviewed in the United States on 10 December 2021","5.0 out of 5 stars","Verified Purchase"
"2237","The North Face Women's Thermoball Traction Mule","Cozy house shoe","Emily Grodahl","Cozy slipper house shoe. Keeps feet warm but not sweaty. Durable and washable.","Reviewed in the United States on 19 February 2023","3.0 out of 5 stars","Verified Purchase"
"2238","The North Face Women's Thermoball Traction Mule","Above expectations","Amazon Customer","StylishSo soft on feerMost comfortable slippers I ever hadNorthface quality","Reviewed in the United States on 14 February 2023","5.0 out of 5 stars","Verified Purchase"
"2239","The North Face Women's Thermoball Traction Mule","Can't Wait for Winter to Wear These!","CGrey","These shoes are perfect for wearing indoors or dashing around town on chilly days. I am normally  size 6 1/2 and the 7 fit fine in bare feet with a tiny bit of room for socks. Super-duper cozy. Just wish it was cool enough to wear them now!","Reviewed in the United States on 28 August 2022","5.0 out of 5 stars","Verified Purchase"
"2240","The North Face Women's Thermoball Traction Mule","Incredible shoe but...","Alexandra Moshi","I've only worn the shoe once and there's already a small scratch on the fabric that isn't coming off with any water. I love the shoe and definitely will recommend to others, but I'm not happy with the fabric already showing markings.","Reviewed in the United States on 26 January 2022","5.0 out of 5 stars","Verified Purchase"
"2241","The North Face Women's Thermoball Traction Mule","Disappointed","Carrie J. Yocum","I had hoped that it was something I could put on in snow and ice and it would keep me from slipping and sliding.  That's not the case.","Reviewed in the United States on 27 January 2023","4.7 out of 5 stars","Verified Purchase"
"2242","The North Face Women's Thermoball Traction Mule","Love them","Yoali","They’re comfortable","Reviewed in the United States on 6 April 2023","3.0 out of 5 stars","Verified Purchase"
"2243","The North Face Women's Thermoball Traction Mule","get these","amyah","fav shoe at the moment, bought some for me and my mom and we both love them","Reviewed in the United States on 1 January 2023","5.0 out of 5 stars","Verified Purchase"
"2244","The North Face Women's Thermoball Traction Mule","Wear inside or outside.","amyah","They are a little tricky to get on, but when you do, they are wonderful.","Reviewed in the United States on 13 January 2023","5.0 out of 5 stars","Verified Purchase"
"2245","The North Face Women's Thermoball Traction Mule","Best slipper ever!","JMC","Outstanding for comfort!","Reviewed in the United States on 20 February 2023","5.0 out of 5 stars","Verified Purchase"
"2246","The North Face Women's Thermoball Traction Mule","Great gift","Phonisia","Item is a Christmas gift so won’t know how recipient likes it til then.","Reviewed in the United States on 13 November 2022","5.0 out of 5 stars","Verified Purchase"
"2247","The North Face Women's Thermoball Traction Mule","Warm and comfortable","CA","Warm and comfortable","Reviewed in the United States on 17 January 2023","5.0 out of 5 stars","Verified Purchase"
"2248","The North Face Women's Thermoball Traction Mule","Very happy!!!","Vincenzo","Fit perfect, excellent quality.","Reviewed in the United States on 31 December 2022","5.0 out of 5 stars","Verified Purchase"
"2249","The North Face Women's Thermoball Traction Mule","Great Slippers","Jean-François Dubois","Great Slippers","Reviewed in the United States on 29 January 2023","5.0 out of 5 stars","Verified Purchase"
"2250","The North Face Women's Thermoball Traction Mule","Good product","BLN","Good product","Reviewed in the United States on 2 January 2023","5.0 out of 5 stars","Verified Purchase"
"2251","THE NORTH FACE Women's Etip Gloves","The feel great","Sue","Nice fit and very warm","Reviewed in the United States on 11 April 2023","4.6 out of 5 stars","Verified Purchase"
"2252","THE NORTH FACE Women's Etip Gloves","Great gloves","Ashley Madrigal","Perfect gloves if you have small hands! Love them!","Reviewed in the United States on 11 January 2024","5.0 out of 5 stars","Verified Purchase"
"2253","THE NORTH FACE Women's Etip Gloves","Nach einem Tag gerissen","Samuele","Diese Handschuhe sind bereits nach einem Tag zwischen den Fingern gerissen. Die Punkte auf der Innenseite der Hand lösen sich von selbst und warm waren meine Hände auch nicht. Das einzig gute ist, dass man das Handy problemlos bedienen kann.","Reviewed in Germany on 18 November 2023","5.0 out of 5 stars","Verified Purchase"
"2254","THE NORTH FACE Women's Etip Gloves","Awesome gloves","Amazon Customer","Really warm gloves. Great fit!  First gloves I've ever had that fit my small hands. XS","Reviewed in the United States on 17 February 2022","1.0 out of 5 stars","Verified Purchase"
"2255","THE NORTH FACE Women's Etip Gloves","Warm and not too clunky","Rmoran","North Face never misses. I am not a big glove wearer because I tend not to like having big puffy things on my hand making it hard to take out my phone and complete other tasks. These gloves are thin and warm and I can use my phone no problem!","Reviewed in the United States on 2 January 2024","5.0 out of 5 stars","Verified Purchase"
"2256","THE NORTH FACE Women's Etip Gloves","Does the job!","Adrienne Rooney","These are really nice quality and very comfortable! I wore these hiking in 30F degree weather and my fingers started getting a little numb at around hour 3, which was more than what I was expecting for the material (I got these just for casual outings but a hiking opportunity popped up... I would suggest something thicker for extended periods outdoors)","Reviewed in the United States on 29 December 2023","5.0 out of 5 stars","Verified Purchase"
"2257","THE NORTH FACE Women's Etip Gloves","North Face gloves","Jennifer Paul","The product was of poor quality. It didn't meet the approval as was described. Poor quality.","Reviewed in the United States on 12 February 2023","5.0 out of 5 stars","Verified Purchase"
"2258","THE NORTH FACE Women's Etip Gloves","😞","***sternchen***","Hätte mir mehr von den Handschuhen erhofft, da se nicht grade billig sind 😞Das Handy lässt sich manchmal damit bedienen, manchmal geht es einfach nicht, keine Ahnung. Passform ist zwar super,aber ich würde sie nicht mehr kaufen zu dem Preis.","Reviewed in Germany on 15 November 2023","1.0 out of 5 stars","Verified Purchase"
"2259","THE NORTH FACE Women's Etip Gloves","Great gift for my wife!","Rodney P. Chambers","A nice snug fit. My wife loves them and the work great with her iPhone without having to take them off! Super warm.","Reviewed in the United States on 19 January 2023","3.0 out of 5 stars","Verified Purchase"
"2260","THE NORTH FACE Women's Etip Gloves","Do not keep hands warm","Joseph Tancredi","25 degrees no wind and my wife's hands were absolutely freezingWould have been better off with no gloves","Reviewed in the United States on 15 January 2024","5.0 out of 5 stars","Verified Purchase"
"2261","THE NORTH FACE Women's Etip Gloves","NICE GLOVES!","Neets52","Giving this to my daughter for Christmas gift to match a coat.  Nice fit, and we liked the glove material.","Reviewed in the United States on 28 December 2022","4.6 out of 5 stars","Verified Purchase"
"2262","THE NORTH FACE Women's Etip Gloves","Good quality","Amazon Customer","Pleased with ordered but delivery was late","Reviewed in the United Kingdom on 9 October 2021","5.0 out of 5 stars","Verified Purchase"
"2263","THE NORTH FACE Women's Etip Gloves","Cold, ripped after a month of light use","Michael Wing","Tight fit, M in NorthFace has always fit before. Stitching on the finger ripped after a month of light use. Definitely not a good option for warmth under 30F.","Reviewed in the United States on 30 January 2021","5.0 out of 5 stars","Verified Purchase"
"2264","THE NORTH FACE Women's Etip Gloves","Nice gloves.","Michael J Lacy","Great fit, functionality and style.","Reviewed in the United States on 19 December 2023","2.0 out of 5 stars","Verified Purchase"
"2265","THE NORTH FACE Women's Etip Gloves","Bewertung","Yahyo","Produkt gefällt mir gar nicht, halten gar nicht warm bin wirklich enttäuscht obwohl ich ein riesiger Fan von The North Face bin… nicht zu empfehlen","Reviewed in Germany on 6 December 2023","5.0 out of 5 stars","Verified Purchase"
"2266","THE NORTH FACE Women's Etip Gloves","Good Product","Sharon","Good product and well made.","Reviewed in the United Kingdom on 28 January 2021","1.0 out of 5 stars","Verified Purchase"
"2267","THE NORTH FACE Women's Etip Gloves","Comfi gloves... if you can get your hand in","Chinx","Base don the size chart, I first ordered XS. Wrong size: I could barely get all my fingers in thru the wrist opening. So returned, and got Small size. Then I could get my fingers in, but not the knuckles. So I cut open the wrist opening on the side and sewed on velcro. Now it fits like a glove! Note: The seams inside the fingers a slightly bulky, but I choose to ignore that because I've never had fingers of the glove fit me so perfectly.So 3 stars - win some and lose some.","Reviewed in the United States on 17 March 2023","5.0 out of 5 stars","Verified Purchase"
"2268","THE NORTH FACE Women's Etip Gloves","Fit like a glove should!","Robin Belford","I love these gloves. Fit well, warm,  feels good when driving. I’ve had numerous compliments and asked where I got them! Launder well, but I lay flat to dry. Worth every penny. This is my second pair, but I kept the first pair, it had a hole from the fire pit which was my fault! I got a little too close.","Reviewed in the United States on 14 April 2022","3.0 out of 5 stars","Verified Purchase"
"2269","THE NORTH FACE Women's Etip Gloves","Solid gloves","Em","Solid purchase. They fit nice on my small hands. The sizing is important because most gloves are too big for my hands. The tech finger works for the most part but it’s not perfect. I wear these out running when it’s 20 degrees Fahrenheit outside and they work. I would recommend overall.","Reviewed in the United States on 24 November 2023","5.0 out of 5 stars","Verified Purchase"
"2270","THE NORTH FACE Women's Etip Gloves","Great, love them!!","Cherise Sumlar-Robinson","Love the color fit perfectly","Reviewed in the United States on 4 November 2020","5.0 out of 5 stars","Verified Purchase"
"2271","THE NORTH FACE Women's Etip Gloves","Great Gloves","Heather75","These are great glove that keep your hands warm.","Reviewed in the United States on 11 January 2023","4.6 out of 5 stars","Verified Purchase"
"2272","THE NORTH FACE Women's Etip Gloves","Almost Perfect","Claire","Once they're on, they fit great but have to wrestle them on. Touch fingers work maybe 70% of the time, it's like the tips are temperamental.","Reviewed in the United States on 18 February 2023","5.0 out of 5 stars","Verified Purchase"
"2273","THE NORTH FACE Women's Etip Gloves","Comfortable and Cute","Amazon Customer","These gloves are warm, light and super cute. These gloves are the perfect waterproofOption for those looking for style and comfort!","Reviewed in the United States on 21 February 2024","4.0 out of 5 stars","Verified Purchase"
"2274","THE NORTH FACE Women's Etip Gloves","Fits…like a glove","Jennifer","I had a pair of these years ago, and couldn’t find them anywhere so I bought another pair. They fit well and kept my hands warm during the cold weather.","Reviewed in the United States on 6 March 2023","5.0 out of 5 stars","Verified Purchase"
"2275","THE NORTH FACE Women's Etip Gloves","Best touchscreen gloves","Melissa","These are the best touchscreen gloves. They keep my hands warm in the MN winter for driving. They are also the best touchscreen compatible gloves. I had another pair of these exact gloves, and lost one. I reordered because I needed them. Hopefully I won't lose of of these!","Reviewed in the United States on 31 January 2023","5.0 out of 5 stars","Verified Purchase"
"2276","THE NORTH FACE Women's Etip Gloves","Comfort","Amanda","Thin, yet warm gloves. I can’t find any stores around that have a pair like this. I will definitely buy another come winter!","Reviewed in the United States on 18 July 2023","5.0 out of 5 stars","Verified Purchase"
"2277","THE NORTH FACE Women's Etip Gloves","Nicht kaufen","Ufer, Elke","Viel zu teuer, hält nicht, was es verspricht! In kürzester Zeit kalte Hände bekommen","Reviewed in Germany on 23 February 2023","5.0 out of 5 stars","Verified Purchase"
"2278","THE NORTH FACE Women's Etip Gloves","Love!","joshua robertson","Love these gloves. I can use all my devices including Apple Watch when wearing them. They are light weight but also warm! 10 out of 10!","Reviewed in the United States on 3 March 2023","1.0 out of 5 stars","Verified Purchase"
"2279","THE NORTH FACE Women's Etip Gloves","Perfect for walking dog","John","Not the warmest, but feel good and are very free feeling.","Reviewed in the United Kingdom on 25 December 2020","5.0 out of 5 stars","Verified Purchase"
"2280","THE NORTH FACE Women's Etip Gloves","Seem good gloves","Judy","Granddaughter likes them and says they are comfy and not itchy we will see how warm they are once winter comes.","Reviewed in the United States on 14 October 2023","4.0 out of 5 stars","Verified Purchase"
"2281","THE NORTH FACE Women's Etip Gloves","Love anything North Face!","PracticalSurvivalGearReviews","Bought for my wife’s birthday.. she loves them! Lightweight, yet warm.. the screen tabs in the fingers work excellent too.. no more cutting the index finger tips out of her gloves so she can tap away.. lol.","Reviewed in the United States on 22 December 2022","4.6 out of 5 stars","Verified Purchase"
"2282","THE NORTH FACE Women's Etip Gloves","Great value","empower7","These gloves are warm, stylish and practical.  I love the Etip because I can use my electronic devices without taken them off.","Reviewed in the United States on 12 March 2023","5.0 out of 5 stars","Verified Purchase"
"2283","THE NORTH FACE Women's Etip Gloves","Just ok","Kara Gildersleeve","Nice looking glove, but I really expected a warmer product. I am from Ohio and it gets very cold ..these gloves just don't keep your hands warm. More appropriate for fall weather instead of winter","Reviewed in the United States on 30 March 2022","5.0 out of 5 stars","Verified Purchase"
"2284","THE NORTH FACE Women's Etip Gloves","so close but not quite","angorama","I have extremely petite hands and have been struggling to find gloves that don't hang off the ends of my fingers.  These gloves fit ""like a glove""  - they are the perfect length for my small hands, and the touch screen fingers work better than any other glove I've tried.  HOWEVER, and this is a big deal, the opening for the wrist is so small and has zero stretch, so I can barely get them on at all.  I have to wiggle them over the widest part of my hand and can barely get them on. Once on they are great, so I'm keeping them for now, but I don't know how long I'll be able to deal with that difficulty of getting them on/off.  Hopefully I can deal with it long enough to keep searching for the perfect pair of gloves!","Reviewed in the United States on 4 January 2023","4.0 out of 5 stars","Verified Purchase"
"2285","THE NORTH FACE Women's Etip Gloves","Save your money","Charlotte Mann","I normally love North Face coats/jackets, and have found they last me 10+ years , hence my willingness to splash £35 on these gloves. They are useless! My hands actually feel colder when I'm wearing them and the etip never works! Thoroughly disappointed. Save your money.","Reviewed in the United Kingdom on 16 January 2021","3.0 out of 5 stars","Verified Purchase"
"2286","THE NORTH FACE Women's Etip Gloves","Love these!","Amazon Customer","Keeps my hands super warm. My hands are small in length but not super skinny. so I ordered a small but they were literally the size of my 6 year olds hands. I went up to a medium and they fit well once on and stretched out from wearing a bit. Would buy again when needed.","Reviewed in the United States on 7 January 2024","1.0 out of 5 stars","Verified Purchase"
"2287","THE NORTH FACE Women's Etip Gloves","Simple, great for when needing to use your phone","Blair Williams","Simple gloves for everyday use! Keep my hands warm and overall are great! No complaints! Only thing that confuses me is the “on button” on the finger… I think It resembles use for technology but I think it’s pointless to have on the actual glove.","Reviewed in the United States on 2 January 2023","4.0 out of 5 stars","Verified Purchase"
"2288","THE NORTH FACE Women's Etip Gloves","So small and no stretch a small child would have trouble getting them on","Sandal gal","I have had 2 other pair of North Face Etip Gloves.  Sadly lost one, and a dog chewed one, wouldn't you know the same hand!  They are both small womens gloves.  These were impossible to get on.  Returned them.","Reviewed in the United States on 14 March 2022","4.0 out of 5 stars","Verified Purchase"
"2289","THE NORTH FACE Women's Etip Gloves","Comfortable and have a good fit","FFG","These gloves fit well and are very comfortable. I love that they can be clipped together so they don't get separated in storage, etc. I just wish they were a little warmer. They work well for me when the temperatures are in the upper 40s, but when it's colder out I don't find them to provide adequate warmth.","Reviewed in the United States on 17 January 2021","1.0 out of 5 stars","Verified Purchase"
"2290","THE NORTH FACE Women's Etip Gloves","Great fit!","Qapla","Got these for my mom and she loves them! Normally has a hard time finding comfortable fitting gloves but these were perfect!","Reviewed in the United States on 26 December 2022","4.0 out of 5 stars","Verified Purchase"
"2291","THE NORTH FACE Women's Etip Gloves","Good","Amazon Customer","Wife loves them","Reviewed in the United States on 21 January 2023","4.6 out of 5 stars","Verified Purchase"
"2292","THE NORTH FACE Women's Etip Gloves","My favorite pair of gloves!","Susan","This is my 2nd pair of these and I’m obsessed! I like how fitted they are but I also like how they are E-tip. Unfortunately the E tip does wear off after a bit so I bought another pair but I still love them! I also like to use them as a layering glove underneath my snow mittens!","Reviewed in the United States on 19 March 2022","5.0 out of 5 stars","Verified Purchase"
"2293","THE NORTH FACE Women's Etip Gloves","Great texting glove","Sandy","Bought for my grown kids- they loved them! Great for texting!","Reviewed in the United States on 17 December 2020","5.0 out of 5 stars","Verified Purchase"
"2294","THE NORTH FACE Women's Etip Gloves","Great gloves","Hakuna","Light weight gloves that keep my hands warm & are very comfortable.  Another great feature is that they are texting gloves.","Reviewed in the United States on 16 February 2022","5.0 out of 5 stars","Verified Purchase"
"2295","THE NORTH FACE Women's Etip Gloves","Measure and check the chart!","Mike","Make sure to measure from the bottom of your palm to the tip of your middle finger for the length measurement. For the width, measure the the around your palm leaving your thumb point out. That will give you the information needed to size yourself against the provided sizing chart.My fiancé and I both bought gloves from ETIP, both fit PERFECTLY according to the chart. They don’t work well for snow, but light cold and rain will be just fine. So far they’ve held up since the day we bought them.","Reviewed in the United States on 20 March 2021","5.0 out of 5 stars","Verified Purchase"
"2296","THE NORTH FACE Women's Etip Gloves","Okay gloves","Latoya Reseburg","When I pulled out the gloves, I was a little skeptical due to the thinness but decided to give the benefit of a doubt. Nice gloves if you need a liner for a warmer pair of gloves. They worked in 54° weather but didn't seem to keep as warm in 23°. That was definitely a disappointment. I had to put my hands in my pocket on the colder days. However, using the phone with them on worked great.","Reviewed in the United States on 16 November 2022","5.0 out of 5 stars","Verified Purchase"
"2297","THE NORTH FACE Women's Etip Gloves","Love These","Becky Strathearn","You can tell they are high quality and they actually work with my phone.","Reviewed in the United States on 17 April 2023","4.0 out of 5 stars","Verified Purchase"
"2298","THE NORTH FACE Women's Etip Gloves","Can't get in them","SadieAnn","The opening to get your hand in is quite small.  Once I got my hand in, they fit, but I don't want to have to struggle every time I try to put them on so I returned them.  I do have a wide hand.  I had a hard time with bangle bracelets in the 80s, but I have never had this problem with gloves.","Reviewed in the United States on 29 December 2022","5.0 out of 5 stars","Verified Purchase"
"2299","THE NORTH FACE Women's Etip Gloves","Awesome liners!","bikerchick","Love these as they work with my iPhone! Other name brands wouldn’t open the phone. It’s a real plus when ya have raynauds and don’t have to remove your gloves to work your phone! They’re fleece lined and fairly warm for liners. I wear them under mittens when out in the snow and they’re perfect!","Reviewed in the United States on 27 February 2022","2.0 out of 5 stars","Verified Purchase"
"2300","THE NORTH FACE Women's Etip Gloves","High Quality","bikerchick","I have tried other gloves, and these are much better quality. You might want to size up. I'm 5' 6"" and needed a medium for my finger length.","Reviewed in the United States on 30 April 2023","5.0 out of 5 stars","Verified Purchase"
"2301","THE NORTH FACE Jester Backpack","Just as detailed","amanda pierce","Just as detailed. Came in quick and on time, in plastic though no box so if for a gift if there's an option I missed make sure you click it!","Reviewed in the United States on 5 December 2023","4.7 out of 5 stars","Verified Purchase"
"2302","THE NORTH FACE Jester Backpack","My Granddaughter loves hers!","GiGi","My granddaughter was wearing this while unwrapping presents.  This GiGi was very happy.","Reviewed in the United States on 25 December 2023","4.0 out of 5 stars","Verified Purchase"
"2303","THE NORTH FACE Jester Backpack","Great bag","Payton Russell","This bag is lightweight and comfortable and has more than enough room to hold everything you need! It’s a little on the expensive side but if you use it for multiple years it will pay off","Reviewed in the United States on 9 December 2023","5.0 out of 5 stars","Verified Purchase"
"2304","THE NORTH FACE Jester Backpack","Great value","Amazon Customer","Great service","Reviewed in the United States on 3 January 2024","5.0 out of 5 stars","Verified Purchase"
"2305","THE NORTH FACE Jester Backpack","NORTH FACE Women's Jester Commuter Laptop Backpack","bb","as described","Reviewed in the United States on 2 January 2024","5.0 out of 5 stars","Verified Purchase"
"2306","THE NORTH FACE Jester Backpack","Love it","Mara david","Worth every penny! Use it for the gym.","Reviewed in the United States on 18 December 2023","5.0 out of 5 stars","Verified Purchase"
"2307","THE NORTH FACE Jester Backpack","so perfect!","Melanie Engle","i wanted to go for something comfy and good quality for school this year, and i made the right decision! its so cute and trendy, and the padding in the shoulders and on the back is so comfortable! there's a ton of pockets for keeping it orgonized and its such good quality! 10/10 recommend","Reviewed in the United States on 6 November 2023","5.0 out of 5 stars","Verified Purchase"
"2308","THE NORTH FACE Jester Backpack","really cute backpack but kinda small","zelia","this backpack seems like really nice quality and its cute, but it might be a bit small if you have a lot of textbooks or binders to carry around. it works fine for me though because i dont have to carry textbooks or too many binders but maybe not the best choice if you do!","Reviewed in the United States on 30 August 2023","5.0 out of 5 stars","Verified Purchase"
"2309","THE NORTH FACE Jester Backpack","great quality","Jason Basile","Love the backpack, but not happy about the price gouging. The price for this particular backpack is $75, but they charged me $99. Luckily I had some points to redeem, otherwise I would not have paid $99 for it. It looks like it will work perfectly for school, just pretty disappointed in the price.","Reviewed in the United States on 19 August 2023","4.0 out of 5 stars","Verified Purchase"
"2310","THE NORTH FACE Jester Backpack","It’s a great backpack!","Rosy","","Reviewed in the United States on 4 December 2023","4.0 out of 5 stars","Verified Purchase"
"2311","THE NORTH FACE Jester Backpack","Kids book bag","Erin Crider","I gave this 3 stars only for the quality of the bag.  I would have thought since it’s North Face, the quality would be outstanding.  It’s last my for my daughter half the school year so far, but again just expected a better quality bag.  It was on the cheaper end, so I guess I got what I paid for.","Reviewed in the United States on 18 December 2023","4.7 out of 5 stars","Verified Purchase"
"2312","THE NORTH FACE Jester Backpack","PRRFECT","lea","This bag is so simplistic and cute. I hope this last me for a few years at least :)","Reviewed in the United States on 17 November 2023","3.0 out of 5 stars","Verified Purchase"
"2313","THE NORTH FACE Jester Backpack","Excellent","Miss Ashley","This bag was a great choice for my daughter who is in high school","Reviewed in the United States on 17 September 2023","5.0 out of 5 stars","Verified Purchase"
"2314","THE NORTH FACE Jester Backpack","Strong backpack","Aerialequestrian","I ordered this for my daughter as her school backpack. She is a little rough on backpacks so I needed something stronger than average.  Wow am I happy with this one! Handles are strong and well stitched ,the overall quality is great. Perfect for school or even travel. Very pleased and the price is fair. I definitely recommend.","Reviewed in the United States on 28 September 2023","4.0 out of 5 stars","Verified Purchase"
"2315","THE NORTH FACE Jester Backpack","that it’s very tight but you have to loosen it up when you get it","shu","I love this bag-pack so much I love the color I got. It’s a great size but if you have a lot of stuff you shouldn’t get it but has a lot of space for some things. Ex: notebooks pencils phone accessories laptop medicine👌🏿","Reviewed in the United States on 31 July 2023","5.0 out of 5 stars","Verified Purchase"
"2316","THE NORTH FACE Jester Backpack","These last FOREVER!","Kelli","This is the second THE NORTH FACE backpack that I have purchased.  The first one was for my son when he started 5th grade.  He is now a Freshman in high school and is still using the backpack and it doesn't even look worn.  I bought this one for my daughter who is starting her Freshman year at college and expect that it will last her through her college years.","Reviewed in the United States on 1 September 2023","4.0 out of 5 stars","Verified Purchase"
"2317","THE NORTH FACE Jester Backpack","Roomy interior with not enough projection to zip","Molly","One star off because it really should be able to fit more. It's pretty roomy but doesn't have enough material near the zippers to actually close. I feel like I have relatively little in there and have to really squeeze the bag together in order to zip it up. I do like the bag a lot though and it does what I need it to, while being comfortable to wear.","Reviewed in the United States on 21 June 2023","5.0 out of 5 stars","Verified Purchase"
"2318","THE NORTH FACE Jester Backpack","Recommend","Nun ya business","This is a great product. It looks a little flat from the side but I still live it. Worth the money 😻 the size is nice, it looks great (besides the side which still isn’t that bad) and it’s very comfortable.","Reviewed in the United States on 7 October 2023","4.0 out of 5 stars","Verified Purchase"
"2319","THE NORTH FACE Jester Backpack","Nice but expensive","Nun ya business","Nice padding , but definitely not value for money .","Reviewed in the United States on 3 September 2023","5.0 out of 5 stars","Verified Purchase"
"2320","THE NORTH FACE Jester Backpack","College Kid Loves It","Ritu Kumar","Got this for our very fashion minded, busy college student and she loves the obvious quality and design. Very capable backpack w/intuitive features. Worth the money 💯","Reviewed in the United States on 27 September 2023","5.0 out of 5 stars","Verified Purchase"
"2321","THE NORTH FACE Jester Backpack","Love the look - hate the storage.","lily olson","I love the style of this backpack, however the large pocket is so small! I can only fit my computer, one thick notebook, and my pencil case. If you’re looking for a ton of space, this isn’t the one! If not, it’s a super cute bag, and it works well for a small amount of things!","Reviewed in the United States on 7 October 2023","4.7 out of 5 stars","Verified Purchase"
"2322","THE NORTH FACE Jester Backpack","Great for my grandson - he wanted for school","Tish","Great for my grandson - he wanted for school.  He said it had everything he needed.  What else can I say....He has a load of books and said it was comfortable to pack and carry.","Reviewed in the United States on 8 August 2023","3.0 out of 5 stars","Verified Purchase"
"2323","THE NORTH FACE Jester Backpack","Great book bag!","Nikki Aguinagalde","Bought the for my daughter for school.  It fits all her school books and laptop.  It has pockets for small items as well.  She loves it!","Reviewed in the United States on 27 August 2023","5.0 out of 5 stars","Verified Purchase"
"2324","THE NORTH FACE Jester Backpack","i love this!!","Shantel","i got it today and it’s an amazing product, i got it bc one of my friends has had it the whole school year and it still looks brand new. it’s very spacious it has 2 side pockets (which i love) and i can’t wait to use it for school😝.","Reviewed in the United States on 9 July 2023","5.0 out of 5 stars","Verified Purchase"
"2325","THE NORTH FACE Jester Backpack","expectations were not met","Victoria","i was so excited for this backpack to come in. i wanted to start off the new college semester with a new backpack, but there is hardly any space. my old jansport back pack held more than this jester did. i got a small kit into the smaller pocket, but it made it more difficult to stuff things into the bigger pocket. if you want a backpack with more space, i heard the borealis might be a great option!","Reviewed in the United States on 5 January 2023","5.0 out of 5 stars","Verified Purchase"
"2326","THE NORTH FACE Jester Backpack","Great backpack!","Danielle Winsted","Bought this for my daughter. Great backpack! Has many compartments and the straps have padding. It’s very nice!!","Reviewed in the United States on 2 September 2023","4.0 out of 5 stars","Verified Purchase"
"2327","THE NORTH FACE Jester Backpack","Best Backpack Ever!","BR","North Face women's Jester backpack is durable, fashionable, and a great price!","Reviewed in the United States on 10 September 2023","5.0 out of 5 stars","Verified Purchase"
"2328","THE NORTH FACE Jester Backpack","It wasn’t going to arrive on time but it did","Janet Hurtado","My daughter starts school tomorrow and the backpack was running late but they delivered on a Sunday early she was soo happy she loves this backpack","Reviewed in the United States on 7 August 2023","5.0 out of 5 stars","Verified Purchase"
"2329","THE NORTH FACE Jester Backpack","Good quality and fashionable","Terri H","Very good quality of backpack with lots of organizational features","Reviewed in the United States on 10 September 2023","5.0 out of 5 stars","Verified Purchase"
"2330","THE NORTH FACE Jester Backpack","really awesome","brooke summer","it’s really great super cute but the elastic breaks easily","Reviewed in the United States on 22 May 2023","5.0 out of 5 stars","Verified Purchase"
"2331","THE NORTH FACE Jester Backpack","Great Backpack!","Sara Mueller","Great backpack!","Reviewed in the United States on 23 September 2023","4.7 out of 5 stars","Verified Purchase"
"2332","THE NORTH FACE Jester Backpack","Very good bag","Dede","Value for money. Loved it.","Reviewed in the United States on 5 September 2023","5.0 out of 5 stars","Verified Purchase"
"2333","THE NORTH FACE Jester Backpack","Perfect for college students","Gnagna Sy","Great backpack choice. I could use just a little bit more space but it serves its purpose well! My last one wore away at the bottom on the mesh side that is to your back but i’ve had no issues with this one as of now!","Reviewed in the United States on 13 January 2023","5.0 out of 5 stars","Verified Purchase"
"2334","THE NORTH FACE Jester Backpack","Great looking back pack. Strong.","aldo guerra","Really great back back for the new school year which can handle a lot of books.","Reviewed in the United States on 25 July 2023","4.0 out of 5 stars","Verified Purchase"
"2335","THE NORTH FACE Jester Backpack","I wish I bought this sooner.","Leyana Y.","I've went through so many backpacks trying to find the perfect ""Goldilocks Bag."" I kept trying to find cheaper or trendy bags but none seemed to satisfy me. I decided to splurge on this bag and it was one of the best purchases i've ever made in a long time. The number one thing about this bag is that it is so comfortable.","Reviewed in the United States on 14 March 2023","5.0 out of 5 stars","Verified Purchase"
"2336","THE NORTH FACE Jester Backpack","Sturdy and durable","Tricia","My daughter was very pleased with the bag","Reviewed in the United States on 9 August 2023","5.0 out of 5 stars","Verified Purchase"
"2337","THE NORTH FACE Jester Backpack","definitely durable","Belle L","came nicely packaged and can hold a lot of school supplies","Reviewed in the United States on 30 July 2023","5.0 out of 5 stars","Verified Purchase"
