"","category","name","reviewer","review","date","ratings"
"238","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Van","







  
  
    I have never used this brand before so trusted the other reviews.I used to use Nivea but needed something more intensive for my maturing skin (age 45)I've been using it a week and the difference in my skin has improved alot.Feels smoother & more plump/supple.Great size pot for the cost compared to the 50ml jars I was purchasingFast deliveryThanks
  
","Reviewed in the United Kingdom on 17 January 2024","4.6 out of 5 stars"
"239","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Brian Stebbings","







  
  
    First of all, this is a huge tub of moisturizer that will last a very long time. Although it probably won't eliminate any wrinkles, it does hydrate and prevent dry skin from the effects of winter heating. I am 77 years old and have had a problem with my legs getting flaky after bathing in the winter. I have been using this cream and have not had any flaking in my legs. In fact, my legs feel silky and smooth even at my age. I don't expect this cream to eliminate loose or sagging skin at my age. It's just good to help and protect the skin that I have.This cream has little to no odor. I use it on most of my legs, arms, stomach, etc. after a bath and it absorbs into my skin instantly. There is absolutely no greasy or oily feeling. As yet, I haven't used this cream on my face as I have others that I use. As a body cream, I prefer this one over others I have used in the past.I hope this review was helpful for you.
  
","Reviewed in the United States on 17 February 2024","4.6 out of 5 stars"
"240","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","L","







  
    Es un buen producto, muy hidratante para mi piel que es muy muy reseca. Da una sensación de suavidad y deja un aspecto saludable a la piel.
  
  
","Reviewed in Mexico on 9 February 2024","4.5 out of 5 stars"
"241","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Snail Cream Texture Video","







  
  
    I like how it feels on my face,on my second cup now,though it dries off quickly,people say my face is quite shiny and fine,I believe it’s because of this moisturizer.
  
","Reviewed in the United Kingdom on 29 January 2024","4.4 out of 5 stars"
"242","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Amazon Customer","







  
  
    I love this cream, a little goes a long way the tub will last for ages, skin feels lovely and fresh after application, hydrating and soft. Definitely better than other expensive moisturisers I've used. Fast delivery to Ireland 3 days!! Thank you.
  
","Reviewed in the United Kingdom on 15 January 2024","4.3 out of 5 stars."
"243","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Amazon Customer","







  
  
    Excellent and great for the skin,I recommend
  
","Reviewed in the United Kingdom on 12 January 2024","4.7 out of 5 stars."
"244","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Virginia ","







  
  
    It's hard to find a face cream that moisturizes my skin really well, as I have very dry itchy and scaly skin especially during winter months. This cream is the perfect one I've been looking for. It's been only a week, and my face feels softer and has more glow.  I will come back again to give a review after 3 months. A very happy customer here
  
","Reviewed in the United Kingdom on 11 February 2024","4.8 out of 5 stars."
"245","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Kindle Customer","







  
  
    I bought this product while it was on offer because my usual buy from b**y shop was steadily creeping up and wasn't as good quality as normal. I took a chance and was very happy. Once you get over the slimy texture which is obviously to be expected considering the name and becomes irrelevant when you realise what an amazing product this is! It takes tiny amounts that go a long long way to rejuvenate your skin. My face is greasy on the T zone and chin area but dry everywhere else. This is the only product I can use all over my face with even results. It isn't greasy at all. Doesn't leave your face shiny at all and almost looks drying without feeling it. It soaks in fast and leaves skin soft and subtle without being moist looking. I use the essence as well. It also goes a long way. It is the perfect prep and not slimy like the moisturiser. It's important to tap it into your skin rather than rub it to help hydrate before the moisturiser. Over all I took a chance venturing out to a different product and wasn't disappointed. Amazing
  
","Reviewed in the United Kingdom on 7 October 2023","4.4 out of 5 stars"
"246","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Excellent for my skin","







  
  
    The feel of this product is actually like snail slime. Takes a whole to get used to knowing what you're putting on your skin, but the results are fantastic! I'm nearly 50 years old and my skin feels like I'm young again. I'd definitely recommend.
  
","Reviewed in the United Kingdom on 17 February 2024","Previous page"
"247","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Ruth","







  
  
    Not really sure what to make of this, my daughter wanted it after people/friends raving about how good it is. A couple of days in and her skin has become really dry, and looks a bit sore. I wouldn't recommend and the price is way too high in my opinion.
  
","Reviewed in the United Kingdom on 16 February 2024","Next page"
"248","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Lucy ","







  
  
    I bit too sticky for the face I found but probably the best I have found for keeping the neck skin nice and supple and hydrated.
  
","Reviewed in the United Kingdom on 18 February 2024","Previous page"
"249","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Lisa Munden","







  
    Tenía muchas expectativas del producto ya que es coreano y vi muchas reseñas.Y sin duda, es lo mejor que he probado, mi piel es sensible con tendencia  mixta-grasa, los primeros cambios que vi es que no irrita la piel para nada, no es pesada al contrario, la textura es muy ligera y sin duda, súper hidratante para mi piel. De hecho hasta se redujo muchísimo el brillo producido por la grasa que produce mi piel. Además, disminuyeron considerablemente la aparición de granitos y por supuesto, los poros. ¡Lo recomiendo sin duda, es una maravilla!
  
  
","Reviewed in Mexico on 27 January 2024","Next page"
"250","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","DCG","







  
  
    I am pleasantly surprised by this product. I am 50 yrs young, going through perimenopause and my facial tone has seen better days.Ok so We all know that stress. Environmental elements can affect your physical, mental, emotional health, especially aging women that don't take care of their older skin. You if don't take care of yourself.I have tried pretty much every skin care regimen that a woman can possibly try. As stated above, I am 50 years old. I still have breakouts from time to time. I have broken red capillaries on my face. I have large poors. I have wrinkles.  Don't get me started on finding a great foundation. I haven't found that yet but anyways. I ordered this product and I was not for sure about what to expect just by the pure name of it. LOL but I ordered it along with a couple of the other skin care products from the same brand.  And I immediately washed my face and used my little shaver to exfoliate and get rid of the fuzzies and applied everything that I bought including this product and my face felt immediately 10 times better, it was almost kind of instant the redness went away.  The appearance of my pores was very minimal. My face looked shiny, kinda rejuvenated. It's not oily, it's really slick. It's very viscous, slimy consistency.  There is no smell, it's not grainy, it is whitish in color goes on clear rubs right in it takes a minute for it to dry on your face so it's kind of I wanna say tacky, but after it dries on your face, it feels really smooth and it's almost kinda like it tightens your face when it dries, so that was kind of a nice effect.  So when it dries on your face and it tightens like it did, I almost felt like it tightened the pores on my face. So that was a good indication that it was kind of smoothing out the appearance of the large pores that I have.Overall, I would suggest buying this despite the weirdness of it.  It's good I have extremely sensitive skin. I have T zone area so I'm part dry part oily. I get a bit of psoriasis or eczema behind my ears or whatever and around my nose and my laugh lines are super sensitive to different products, especially Vitamin C products which I will never buy again.  But my face gets Super dry and flaky. And this product did not do that at all. No burn effect either. Exceeded my expectations overall. I'm very happy with my purchase and I will leave reviews for the other products that I bought from this brand on the other pages.
  
","Reviewed in the United States on 16 October 2023","Previous page"
"251","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Snail Cream Texture Video","







  
  
    I like how it feels on my face,on my second cup now,though it dries off quickly,people say my face is quite shiny and fine,I believe it’s because of this moisturizer.
  
","Reviewed in the United Kingdom on 29 January 2024","4.4 out of 5 stars"
"252","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Amazon Customer","







  
  
    I love this cream, a little goes a long way the tub will last for ages, skin feels lovely and fresh after application, hydrating and soft. Definitely better than other expensive moisturisers I've used. Fast delivery to Ireland 3 days!! Thank you.
  
","Reviewed in the United Kingdom on 15 January 2024","4.3 out of 5 stars."
"253","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Amazon Customer","







  
  
    Excellent and great for the skin,I recommend
  
","Reviewed in the United Kingdom on 12 January 2024","4.7 out of 5 stars."
"254","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Virginia ","







  
  
    It's hard to find a face cream that moisturizes my skin really well, as I have very dry itchy and scaly skin especially during winter months. This cream is the perfect one I've been looking for. It's been only a week, and my face feels softer and has more glow.  I will come back again to give a review after 3 months. A very happy customer here
  
","Reviewed in the United Kingdom on 11 February 2024","4.8 out of 5 stars."
"255","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Kindle Customer","







  
  
    I bought this product while it was on offer because my usual buy from b**y shop was steadily creeping up and wasn't as good quality as normal. I took a chance and was very happy. Once you get over the slimy texture which is obviously to be expected considering the name and becomes irrelevant when you realise what an amazing product this is! It takes tiny amounts that go a long long way to rejuvenate your skin. My face is greasy on the T zone and chin area but dry everywhere else. This is the only product I can use all over my face with even results. It isn't greasy at all. Doesn't leave your face shiny at all and almost looks drying without feeling it. It soaks in fast and leaves skin soft and subtle without being moist looking. I use the essence as well. It also goes a long way. It is the perfect prep and not slimy like the moisturiser. It's important to tap it into your skin rather than rub it to help hydrate before the moisturiser. Over all I took a chance venturing out to a different product and wasn't disappointed. Amazing
  
","Reviewed in the United Kingdom on 7 October 2023","4.4 out of 5 stars"
"256","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Excellent for my skin","







  
  
    The feel of this product is actually like snail slime. Takes a whole to get used to knowing what you're putting on your skin, but the results are fantastic! I'm nearly 50 years old and my skin feels like I'm young again. I'd definitely recommend.
  
","Reviewed in the United Kingdom on 17 February 2024","Previous page"
"257","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Ruth","







  
  
    Not really sure what to make of this, my daughter wanted it after people/friends raving about how good it is. A couple of days in and her skin has become really dry, and looks a bit sore. I wouldn't recommend and the price is way too high in my opinion.
  
","Reviewed in the United Kingdom on 16 February 2024","Next page"
"258","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Lucy ","







  
  
    I bit too sticky for the face I found but probably the best I have found for keeping the neck skin nice and supple and hydrated.
  
","Reviewed in the United Kingdom on 18 February 2024","Previous page"
"259","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Lisa Munden","







  
    Tenía muchas expectativas del producto ya que es coreano y vi muchas reseñas.Y sin duda, es lo mejor que he probado, mi piel es sensible con tendencia  mixta-grasa, los primeros cambios que vi es que no irrita la piel para nada, no es pesada al contrario, la textura es muy ligera y sin duda, súper hidratante para mi piel. De hecho hasta se redujo muchísimo el brillo producido por la grasa que produce mi piel. Además, disminuyeron considerablemente la aparición de granitos y por supuesto, los poros. ¡Lo recomiendo sin duda, es una maravilla!
  
  
","Reviewed in Mexico on 27 January 2024","Next page"
"260","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","DCG","







  
  
    I am pleasantly surprised by this product. I am 50 yrs young, going through perimenopause and my facial tone has seen better days.Ok so We all know that stress. Environmental elements can affect your physical, mental, emotional health, especially aging women that don't take care of their older skin. You if don't take care of yourself.I have tried pretty much every skin care regimen that a woman can possibly try. As stated above, I am 50 years old. I still have breakouts from time to time. I have broken red capillaries on my face. I have large poors. I have wrinkles.  Don't get me started on finding a great foundation. I haven't found that yet but anyways. I ordered this product and I was not for sure about what to expect just by the pure name of it. LOL but I ordered it along with a couple of the other skin care products from the same brand.  And I immediately washed my face and used my little shaver to exfoliate and get rid of the fuzzies and applied everything that I bought including this product and my face felt immediately 10 times better, it was almost kind of instant the redness went away.  The appearance of my pores was very minimal. My face looked shiny, kinda rejuvenated. It's not oily, it's really slick. It's very viscous, slimy consistency.  There is no smell, it's not grainy, it is whitish in color goes on clear rubs right in it takes a minute for it to dry on your face so it's kind of I wanna say tacky, but after it dries on your face, it feels really smooth and it's almost kinda like it tightens your face when it dries, so that was kind of a nice effect.  So when it dries on your face and it tightens like it did, I almost felt like it tightened the pores on my face. So that was a good indication that it was kind of smoothing out the appearance of the large pores that I have.Overall, I would suggest buying this despite the weirdness of it.  It's good I have extremely sensitive skin. I have T zone area so I'm part dry part oily. I get a bit of psoriasis or eczema behind my ears or whatever and around my nose and my laugh lines are super sensitive to different products, especially Vitamin C products which I will never buy again.  But my face gets Super dry and flaky. And this product did not do that at all. No burn effect either. Exceeded my expectations overall. I'm very happy with my purchase and I will leave reviews for the other products that I bought from this brand on the other pages.
  
","Reviewed in the United States on 16 October 2023","Previous page"
"261","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Snail Cream Texture Video","







  
  
    I like how it feels on my face,on my second cup now,though it dries off quickly,people say my face is quite shiny and fine,I believe it’s because of this moisturizer.
  
","Reviewed in the United Kingdom on 29 January 2024","4.4 out of 5 stars"
"262","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Amazon Customer","







  
  
    I love this cream, a little goes a long way the tub will last for ages, skin feels lovely and fresh after application, hydrating and soft. Definitely better than other expensive moisturisers I've used. Fast delivery to Ireland 3 days!! Thank you.
  
","Reviewed in the United Kingdom on 15 January 2024","4.3 out of 5 stars."
"263","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Amazon Customer","







  
  
    Excellent and great for the skin,I recommend
  
","Reviewed in the United Kingdom on 12 January 2024","4.7 out of 5 stars."
"264","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Virginia ","







  
  
    It's hard to find a face cream that moisturizes my skin really well, as I have very dry itchy and scaly skin especially during winter months. This cream is the perfect one I've been looking for. It's been only a week, and my face feels softer and has more glow.  I will come back again to give a review after 3 months. A very happy customer here
  
","Reviewed in the United Kingdom on 11 February 2024","4.8 out of 5 stars."
"265","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Kindle Customer","







  
  
    I bought this product while it was on offer because my usual buy from b**y shop was steadily creeping up and wasn't as good quality as normal. I took a chance and was very happy. Once you get over the slimy texture which is obviously to be expected considering the name and becomes irrelevant when you realise what an amazing product this is! It takes tiny amounts that go a long long way to rejuvenate your skin. My face is greasy on the T zone and chin area but dry everywhere else. This is the only product I can use all over my face with even results. It isn't greasy at all. Doesn't leave your face shiny at all and almost looks drying without feeling it. It soaks in fast and leaves skin soft and subtle without being moist looking. I use the essence as well. It also goes a long way. It is the perfect prep and not slimy like the moisturiser. It's important to tap it into your skin rather than rub it to help hydrate before the moisturiser. Over all I took a chance venturing out to a different product and wasn't disappointed. Amazing
  
","Reviewed in the United Kingdom on 7 October 2023","4.4 out of 5 stars"
"266","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Excellent for my skin","







  
  
    The feel of this product is actually like snail slime. Takes a whole to get used to knowing what you're putting on your skin, but the results are fantastic! I'm nearly 50 years old and my skin feels like I'm young again. I'd definitely recommend.
  
","Reviewed in the United Kingdom on 17 February 2024","Previous page"
"267","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Ruth","







  
  
    Not really sure what to make of this, my daughter wanted it after people/friends raving about how good it is. A couple of days in and her skin has become really dry, and looks a bit sore. I wouldn't recommend and the price is way too high in my opinion.
  
","Reviewed in the United Kingdom on 16 February 2024","Next page"
"268","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Lucy ","







  
  
    I bit too sticky for the face I found but probably the best I have found for keeping the neck skin nice and supple and hydrated.
  
","Reviewed in the United Kingdom on 18 February 2024","Previous page"
"269","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","Lisa Munden","







  
    Tenía muchas expectativas del producto ya que es coreano y vi muchas reseñas.Y sin duda, es lo mejor que he probado, mi piel es sensible con tendencia  mixta-grasa, los primeros cambios que vi es que no irrita la piel para nada, no es pesada al contrario, la textura es muy ligera y sin duda, súper hidratante para mi piel. De hecho hasta se redujo muchísimo el brillo producido por la grasa que produce mi piel. Además, disminuyeron considerablemente la aparición de granitos y por supuesto, los poros. ¡Lo recomiendo sin duda, es una maravilla!
  
  
","Reviewed in Mexico on 27 January 2024","Next page"
"270","Moisturizer","        COSRX Advanced Snail 92 All in one Cream, 3.53 oz/100g | Moisturizing Snail Mucin Secretion Filtrate 92% | Facial Moisturiser, Long Lasting, Deep & Intense Hydration, Korean Skin Care       ","DCG","







  
  
    I am pleasantly surprised by this product. I am 50 yrs young, going through perimenopause and my facial tone has seen better days.Ok so We all know that stress. Environmental elements can affect your physical, mental, emotional health, especially aging women that don't take care of their older skin. You if don't take care of yourself.I have tried pretty much every skin care regimen that a woman can possibly try. As stated above, I am 50 years old. I still have breakouts from time to time. I have broken red capillaries on my face. I have large poors. I have wrinkles.  Don't get me started on finding a great foundation. I haven't found that yet but anyways. I ordered this product and I was not for sure about what to expect just by the pure name of it. LOL but I ordered it along with a couple of the other skin care products from the same brand.  And I immediately washed my face and used my little shaver to exfoliate and get rid of the fuzzies and applied everything that I bought including this product and my face felt immediately 10 times better, it was almost kind of instant the redness went away.  The appearance of my pores was very minimal. My face looked shiny, kinda rejuvenated. It's not oily, it's really slick. It's very viscous, slimy consistency.  There is no smell, it's not grainy, it is whitish in color goes on clear rubs right in it takes a minute for it to dry on your face so it's kind of I wanna say tacky, but after it dries on your face, it feels really smooth and it's almost kinda like it tightens your face when it dries, so that was kind of a nice effect.  So when it dries on your face and it tightens like it did, I almost felt like it tightened the pores on my face. So that was a good indication that it was kind of smoothing out the appearance of the large pores that I have.Overall, I would suggest buying this despite the weirdness of it.  It's good I have extremely sensitive skin. I have T zone area so I'm part dry part oily. I get a bit of psoriasis or eczema behind my ears or whatever and around my nose and my laugh lines are super sensitive to different products, especially Vitamin C products which I will never buy again.  But my face gets Super dry and flaky. And this product did not do that at all. No burn effect either. Exceeded my expectations overall. I'm very happy with my purchase and I will leave reviews for the other products that I bought from this brand on the other pages.
  
","Reviewed in the United States on 16 October 2023","Previous page"
"271","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Aveeno Daily Moisturising Lotion For Normal to Dry Skin Care","







  
  
    Love the scent and very smooth
  
","Reviewed in the United Kingdom on 29 January 2024","4.8 out of 5 stars"
"272","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Amazon Customer","







  
  
    My partner and I love Aveeno. We both have very sensitive skin, particularly during cold weather. We both also suffer from sensory issues caused by most hand creams leaving residue on our hands. Aveeno, particularly this product, is perfect for us - it helps moisturize our hands, is mostly unscented, and soaks in quickly, allowing us to continue with our daily lives without anything slipping from our grip! We have a bottle in every room in our apartment, so to discover there is now a 500ml variant felt like Christmas came early!
  
","Reviewed in the United Kingdom on 5 February 2024","Previous page"
"273","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Amazon Customer","







  
  
    This product leaves your hands lovely and moist. I was told to get hand cream with no alcohol in it , well this is it. Well worth it
  
","Reviewed in the United Kingdom on 16 February 2024","4.7 out of 5 stars"
"274","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Alan Tait","







  
  
    It’s been nice and gentle on my skin, for extra moisture I do need to use it with the aveeno oil spray or Vaseline oil
  
","Reviewed in the United Kingdom on 19 January 2024","4.7 out of 5 stars"
"275","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","C S","







  
  
    I have been using Aveeno Moisturising Body Lotion for a few years now and bought it from Amazon for the convenience - it’s a game-changer for me. Working in healthcare I have to wash my hands lots and whilst I’d describe most of my skin as ‘normal’, my hands are very dry and find this work wonders at restoring them to healthy skin again. Using it elsewhere makes my skin extra soft also. I like that it’s fragrance-free, it’s perfect for those with a sensitivity to scents, like me - particularly on my hands! The 500ml size is generous and lasts me for months. It provides long-lasting moisture but doesn’t feel greasy.
  
","Reviewed in the United Kingdom on 28 January 2024","4.7 out of 5 stars"
"276","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","gwen jaswal","







  
  
    Honestly love applying this product to my face after using cleanser. Feels lovely and my skin hasn't been breaking out as much since using it over the CeraVe one I had been using.Honestly, there's a newer version that is 'vanilla and oats' scented which I buy in person (not sure if i can leave a review for it on here because of it) - but as a guy it's one of the highlights of my day applying it to my face in the evening as the scent is just sublime and always brings a smile to my face :)I definitely recommend the main product in this review before trying to vanilla one as I think the latter may be a little more expensive :)
  
","Reviewed in the United Kingdom on 25 December 2023","4.7 out of 5 stars"
"277","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Kedah","







  
  
    Tried other moisturisers but always come back to this as it doesn't irritate my skin.Goes on well, feels nice and moisturises as it should.Got this larger size cheaper than the size down, so result!!
  
","Reviewed in the United Kingdom on 13 February 2024","4.7 out of 5 stars"
"278","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Amazon Customer","







  
  
    It did wonders for my dry skin. Definitely recommend it
  
","Reviewed in the United Kingdom on 6 February 2024","4.7 out of 5 stars"
"279","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Ieuan David Corcoran","







  
  
    My kid (10) has been using aveeno products since she was a baby. Bought this cause her skin is always dry and this lotion is not too sticky for her that she can still use it during the summer.
  
","Reviewed in Germany on 24 September 2023","Next page"
"280","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","mrs r elliott","







  
  
    I have very dry skin and my doctor recomended me this.It helps alot!
  
","Reviewed in Germany on 11 July 2023","4.4 out of 5 stars."
"281","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Aveeno Daily Moisturising Lotion For Normal to Dry Skin Care","







  
  
    Love the scent and very smooth
  
","Reviewed in the United Kingdom on 29 January 2024","4.8 out of 5 stars"
"282","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Amazon Customer","







  
  
    My partner and I love Aveeno. We both have very sensitive skin, particularly during cold weather. We both also suffer from sensory issues caused by most hand creams leaving residue on our hands. Aveeno, particularly this product, is perfect for us - it helps moisturize our hands, is mostly unscented, and soaks in quickly, allowing us to continue with our daily lives without anything slipping from our grip! We have a bottle in every room in our apartment, so to discover there is now a 500ml variant felt like Christmas came early!
  
","Reviewed in the United Kingdom on 5 February 2024","Previous page"
"283","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Amazon Customer","







  
  
    This product leaves your hands lovely and moist. I was told to get hand cream with no alcohol in it , well this is it. Well worth it
  
","Reviewed in the United Kingdom on 16 February 2024","4.7 out of 5 stars"
